relationA,relationshipType,relationB
T_reading_at_the_word_level,hasEduConcept,applying
T_reading_at_the_word_level,hasEduConcept,extended
T_reading_at_the_word_level,hasEduConcept,special
T_reading_at_the_word_level,hasEduConcept,education
T_reading_at_the_word_level,hasEduConcept,arts
T_reading_at_the_word_level,hasEduConcept,august
T_reading_at_the_word_level,hasEduConcept,email
T_reading_at_the_word_level,hasEduConcept,embroiled
T_writing_cross_ll_types,hasEduConcept,skills
T_writing_cross_ll_types,hasEduConcept,technology
T_writing_cross_ll_types,hasEduConcept,internet
T_writing_cross_ll_types,hasEduConcept,facts
T_writing_cross_ll_types,hasEduConcept,sufficient
T_writing_cross_ll_types,hasEduConcept,minimum
T_writing_cross_ll_types,hasEduConcept,setting
T_writing_cross_ll_types,hasEduConcept,report
T_writing_cross_ll_types,hasEduConcept,distribution
T_writing_cross_ll_types,hasEduConcept,type
T_writing_cross_ll_types,hasEduConcept,story
T_writing_cross_ll_types,hasEduConcept,production
T_writing_cross_ll_types,hasEduConcept,single
T_writing_cross_ll_types,hasEduConcept,reasoning
T_writing_cross_ll_types,hasEduConcept,logical
T_habits_and_dispositions,hasEduConcept,dramas
T_habits_and_dispositions,hasEduConcept,poetry
T_habits_and_dispositions,hasEduConcept,selected
T_habits_and_dispositions,hasEduConcept,order
T_habits_and_dispositions,hasEduConcept,integration
T_habits_and_dispositions,hasEduConcept,inquiry
T_habits_and_dispositions,hasEduConcept,approaches
T_habits_and_dispositions,hasEduConcept,high
T_habits_and_dispositions,hasEduConcept,expand
T_informational_writing,hasEduConcept,list
T_informational_writing,hasEduConcept,highlight
T_informational_writing,hasEduConcept,stronger
T_informational_writing,hasEduConcept,listing
T_literary_writing,hasEduConcept,outline
T_persuasive_writing,hasEduConcept,reflection
T_persuasive_writing,hasEduConcept,mentor
T_persuasive_writing,hasEduConcept,apply
T_persuasive_writing,hasEduConcept,reasons
T_persuasive_writing,hasEduConcept,literary
T_persuasive_writing,hasEduConcept,draw
T_persuasive_writing,hasEduConcept,character
T_persuasive_writing,hasEduConcept,author
T_persuasive_writing,hasEduConcept,thoughts
T_persuasive_writing,hasEduConcept,argument
T_persuasive_writing,hasEduConcept,explore
T_reading_informational_text,hasEduConcept,presented
T_reading_informational_text,hasEduConcept,integration
T_reading_informational_text,hasEduConcept,maps
T_reading_informational_text,hasEduConcept,diverse
T_reading_informational_text,hasEduConcept,photographs
T_reading_literary,hasEduConcept,drawing
T_reading_literary,hasEduConcept,examples
T_reading_literary,hasEduConcept,explaining
T_reading_literary,hasEduConcept,refer
T_reading_literary,hasEduConcept,closely
T_reading_literary,hasEduConcept,character
T_reading_literary,hasEduConcept,drama
T_reading_literary,hasEduConcept,english
T_reading_at_the_word_level,hasEduConcept,morphology
T_reading_at_the_word_level,hasEduConcept,patterns
T_reading_at_the_word_level,hasEduConcept,context
T_reading_at_the_word_level,hasEduConcept,successive
T_reading_at_the_word_level,hasEduConcept,recognize
T_reading_at_the_word_level,hasEduConcept,sufficient
T_reading_at_the_word_level,hasEduConcept,roots
T_reading_at_the_word_level,hasEduConcept,attempts
T_reading_at_the_word_level,hasEduConcept,connected
T_writing_cross_ll_types,hasEduConcept,paragraph
T_writing_cross_ll_types,hasEduConcept,presentations
T_writing_cross_ll_types,hasEduConcept,including
T_writing_cross_ll_types,hasEduConcept,audio
T_writing_cross_ll_types,hasEduConcept,recordings
T_habits_and_dispositions,hasEduConcept,frames
T_habits_and_dispositions,hasEduConcept,revision
T_habits_and_dispositions,hasEduConcept,tasks
T_habits_and_dispositions,hasEduConcept,audiences
T_habits_and_dispositions,hasEduConcept,sitting
T_habits_and_dispositions,hasEduConcept,routinely
T_habits_and_dispositions,hasEduConcept,reflection
T_habits_and_dispositions,hasEduConcept,extended
T_habits_and_dispositions,hasEduConcept,shorter
T_habits_and_dispositions,hasEduConcept,novels
T_habits_and_dispositions,hasEduConcept,single
T_habits_and_dispositions,hasEduConcept,variety
T_informational_writing,hasEduConcept,develop
T_informational_writing,hasEduConcept,finished
T_informational_writing,hasEduConcept,organizational
T_informational_writing,hasEduConcept,organizers
T_informational_writing,hasEduConcept,strengthen
T_literary_writing,hasEduConcept,establishing
T_literary_writing,hasEduConcept,characters
T_literary_writing,hasEduConcept,narrator
T_literary_writing,hasEduConcept,sequences
T_literary_writing,hasEduConcept,introducing
T_literary_writing,hasEduConcept,reader
T_literary_writing,hasEduConcept,technique
T_literary_writing,hasEduConcept,effective
T_literary_writing,hasEduConcept,situation
T_literary_writing,hasEduConcept,approach
T_persuasive_writing,hasEduConcept,explain
T_persuasive_writing,hasEduConcept,speaker
T_persuasive_writing,hasEduConcept,claim
T_persuasive_writing,hasEduConcept,characters
T_persuasive_writing,hasEduConcept,supported
T_persuasive_writing,hasEduConcept,points
T_persuasive_writing,hasEduConcept,point
T_persuasive_writing,hasEduConcept,evaluate
T_persuasive_writing,hasEduConcept,perspectives
T_persuasive_writing,hasEduConcept,rhetoric
T_reading_informational_text,hasEduConcept,chronology
T_reading_informational_text,hasEduConcept,derive
T_reading_informational_text,hasEduConcept,complexity
T_reading_informational_text,hasEduConcept,variety
T_reading_informational_text,hasEduConcept,strategies
T_reading_informational_text,hasEduConcept,independently
T_reading_informational_text,hasEduConcept,comparison
T_reading_informational_text,hasEduConcept,solution
T_reading_informational_text,hasEduConcept,signal
T_reading_informational_text,hasEduConcept,contrast
T_reading_informational_text,hasEduConcept,problem
T_reading_informational_text,hasEduConcept,meaning
T_reading_informational_text,hasEduConcept,result
T_reading_literary,hasEduConcept,accurately
T_reading_literary,hasEduConcept,derive
T_reading_literary,hasEduConcept,quote
T_reading_literary,hasEduConcept,complexity
T_reading_literary,hasEduConcept,interpretations
T_reading_literary,hasEduConcept,variety
T_reading_literary,hasEduConcept,strategies
T_reading_literary,hasEduConcept,independently
T_reading_at_the_word_level,hasEduConcept,multiple
T_reading_at_the_word_level,hasEduConcept,confirm
T_reading_at_the_word_level,hasEduConcept,correct
T_reading_at_the_word_level,hasEduConcept,subject
T_reading_at_the_word_level,hasEduConcept,academic
T_reading_at_the_word_level,hasEduConcept,general
T_reading_at_the_word_level,hasEduConcept,analyzing
T_reading_at_the_word_level,hasEduConcept,clue
T_reading_at_the_word_level,hasEduConcept,clues
T_writing_cross_ll_types,hasEduConcept,multimedia
T_writing_cross_ll_types,hasEduConcept,graphics
T_writing_cross_ll_types,hasEduConcept,components
T_writing_cross_ll_types,hasEduConcept,sound
T_habits_and_dispositions,hasEduConcept,nonfiction
T_habits_and_dispositions,hasEduConcept,literary
T_informational_writing,hasEduConcept,conclusions
T_informational_writing,hasEduConcept,basic
T_informational_writing,hasEduConcept,providing
T_informational_writing,hasEduConcept,bibliography
T_informational_writing,hasEduConcept,independently
T_informational_writing,hasEduConcept,citing
T_informational_writing,hasEduConcept,piece
T_informational_writing,hasEduConcept,reference
T_informational_writing,hasEduConcept,contributed
T_literary_writing,hasEduConcept,context
T_literary_writing,hasEduConcept,engage
T_persuasive_writing,hasEduConcept,claims
T_persuasive_writing,hasEduConcept,specific
T_persuasive_writing,hasEduConcept,distinguishing
T_reading_informational_text,hasEduConcept,literary
T_reading_informational_text,hasEduConcept,range
T_reading_informational_text,hasEduConcept,media
T_reading_informational_text,hasEduConcept,nonfiction
T_reading_literary,hasEduConcept,plot
T_reading_literary,hasEduConcept,meaning
T_reading_literary,hasEduConcept,range
T_reading_literary,hasEduConcept,respond
T_reading_literary,hasEduConcept,dramas
T_reading_at_the_word_level,hasEduConcept,item
T_reading_at_the_word_level,hasEduConcept,acquisition
T_reading_at_the_word_level,hasEduConcept,sentence
T_reading_at_the_word_level,hasEduConcept,relationships
T_reading_at_the_word_level,hasEduConcept,category
T_reading_at_the_word_level,hasEduConcept,relationship
T_reading_at_the_word_level,hasEduConcept,meaningful
T_reading_at_the_word_level,hasEduConcept,paragraph
T_writing_cross_ll_types,hasEduConcept,enhance
T_writing_cross_ll_types,hasEduConcept,findings
T_habits_and_dispositions,hasEduConcept,periodicals
T_habits_and_dispositions,hasEduConcept,explain
T_habits_and_dispositions,hasEduConcept,communication
T_habits_and_dispositions,hasEduConcept,main
T_habits_and_dispositions,hasEduConcept,supporting
T_habits_and_dispositions,hasEduConcept,issue
T_habits_and_dispositions,hasEduConcept,historical
T_habits_and_dispositions,hasEduConcept,personal
T_informational_writing,hasEduConcept,search
T_informational_writing,hasEduConcept,terms
T_informational_writing,hasEduConcept,effectively
T_informational_writing,hasEduConcept,format
T_informational_writing,hasEduConcept,citation
T_informational_writing,hasEduConcept,reliability
T_informational_writing,hasEduConcept,references
T_literary_writing,hasEduConcept,view
T_literary_writing,hasEduConcept,discourse
T_literary_writing,hasEduConcept,point
T_literary_writing,hasEduConcept,audience
T_persuasive_writing,hasEduConcept,view
T_persuasive_writing,hasEduConcept,diverse
T_persuasive_writing,hasEduConcept,discuss
T_persuasive_writing,hasEduConcept,effectively
T_persuasive_writing,hasEduConcept,partners
T_persuasive_writing,hasEduConcept,collaboration
T_persuasive_writing,hasEduConcept,develop
T_persuasive_writing,hasEduConcept,range
T_persuasive_writing,hasEduConcept,building
T_persuasive_writing,hasEduConcept,cartoons
T_persuasive_writing,hasEduConcept,evaluating
T_persuasive_writing,hasEduConcept,relevance
T_reading_informational_text,hasEduConcept,contribute
T_reading_informational_text,hasEduConcept,sections
T_reading_informational_text,hasEduConcept,author
T_reading_literary,hasEduConcept,theme
T_reading_literary,hasEduConcept,pieces
T_reading_literary,hasEduConcept,idea
T_reading_at_the_word_level,hasEduConcept,definitions
T_reading_at_the_word_level,hasEduConcept,distinguish
T_reading_at_the_word_level,hasEduConcept,anchor
T_reading_at_the_word_level,hasEduConcept,associations
T_reading_at_the_word_level,hasEduConcept,refined
T_writing_cross_ll_types,hasEduConcept,reflection
T_writing_cross_ll_types,hasEduConcept,literary
T_writing_cross_ll_types,hasEduConcept,draw
T_writing_cross_ll_types,hasEduConcept,alter
T_writing_cross_ll_types,hasEduConcept,portrayal
T_writing_cross_ll_types,hasEduConcept,generate
T_writing_cross_ll_types,hasEduConcept,linking
T_writing_cross_ll_types,hasEduConcept,citing
T_writing_cross_ll_types,hasEduConcept,processing
T_habits_and_dispositions,hasEduConcept,purpose
T_informational_writing,hasEduConcept,citations
T_persuasive_writing,hasEduConcept,presented
T_persuasive_writing,hasEduConcept,motives
T_persuasive_writing,hasEduConcept,visually
T_persuasive_writing,hasEduConcept,media
T_persuasive_writing,hasEduConcept,format
T_persuasive_writing,hasEduConcept,purpose
T_persuasive_writing,hasEduConcept,political
T_reading_informational_text,hasEduConcept,concept
T_reading_informational_text,hasEduConcept,detail
T_reading_informational_text,hasEduConcept,developing
T_reading_literary,hasEduConcept,supports
T_reading_at_the_word_level,hasEduConcept,persistent
T_reading_at_the_word_level,hasEduConcept,firm
T_writing_cross_ll_types,hasEduConcept,types
T_writing_cross_ll_types,hasEduConcept,myths
T_writing_cross_ll_types,hasEduConcept,rendered
T_writing_cross_ll_types,hasEduConcept,draws
T_writing_cross_ll_types,hasEduConcept,patterns
T_writing_cross_ll_types,hasEduConcept,bible
T_writing_cross_ll_types,hasEduConcept,apply
T_writing_cross_ll_types,hasEduConcept,describing
T_writing_cross_ll_types,hasEduConcept,themes
T_writing_cross_ll_types,hasEduConcept,fiction
T_writing_cross_ll_types,hasEduConcept,stories
T_writing_cross_ll_types,hasEduConcept,material
T_writing_cross_ll_types,hasEduConcept,religious
T_habits_and_dispositions,hasEduConcept,expressing
T_habits_and_dispositions,hasEduConcept,effectively
T_habits_and_dispositions,hasEduConcept,verify
T_habits_and_dispositions,hasEduConcept,accomplish
T_habits_and_dispositions,hasEduConcept,building
T_habits_and_dispositions,hasEduConcept,evaluating
T_habits_and_dispositions,hasEduConcept,contrasting
T_informational_writing,hasEduConcept,authoritative
T_informational_writing,hasEduConcept,answering
T_informational_writing,hasEduConcept,advanced
T_informational_writing,hasEduConcept,flow
T_informational_writing,hasEduConcept,maintain
T_informational_writing,hasEduConcept,searches
T_literary_writing,hasEduConcept,setting
T_literary_writing,hasEduConcept,observation
T_literary_writing,hasEduConcept,problem
T_persuasive_writing,hasEduConcept,valid
T_persuasive_writing,hasEduConcept,statements
T_persuasive_writing,hasEduConcept,sufficient
T_persuasive_writing,hasEduConcept,false
T_persuasive_writing,hasEduConcept,distorted
T_persuasive_writing,hasEduConcept,nonfiction
T_persuasive_writing,hasEduConcept,critique
T_persuasive_writing,hasEduConcept,searches
T_persuasive_writing,hasEduConcept,seminal
T_persuasive_writing,hasEduConcept,assessing
T_reading_informational_text,hasEduConcept,drawn
T_reading_informational_text,hasEduConcept,grades
T_reading_informational_text,hasEduConcept,speaking
T_reading_informational_text,hasEduConcept,closely
T_reading_informational_text,hasEduConcept,strong
T_reading_informational_text,hasEduConcept,explored
T_reading_literary,hasEduConcept,grades
T_reading_literary,hasEduConcept,purpose
T_reading_at_the_word_level,hasEduConcept,reference
T_reading_at_the_word_level,hasEduConcept,verify
T_reading_at_the_word_level,hasEduConcept,materials
T_reading_at_the_word_level,hasEduConcept,specialized
T_reading_at_the_word_level,hasEduConcept,checking
T_reading_at_the_word_level,hasEduConcept,strategies
T_reading_at_the_word_level,hasEduConcept,dictionary
T_reading_at_the_word_level,hasEduConcept,array
T_reading_at_the_word_level,hasEduConcept,choosing
T_reading_at_the_word_level,hasEduConcept,phrase
T_writing_cross_ll_types,hasEduConcept,shakespeare
T_writing_cross_ll_types,hasEduConcept,specific
T_writing_cross_ll_types,hasEduConcept,author
T_writing_cross_ll_types,hasEduConcept,treats
T_writing_cross_ll_types,hasEduConcept,evaluate
T_writing_cross_ll_types,hasEduConcept,assessing
T_writing_cross_ll_types,hasEduConcept,update
